ID,code_du_bureau_de_vote,adresse_orig,nb_inscrits,logements_total,etages_moy,X,Y
1246,17,7 RUE DES CHAMPS,2,1.0,3.0,-1.4883169999999994,43.497974
1247,17,9 RUE DES CHAMPS,1,3.0,3.0,-1.4883780000000006,43.49791900000001
1248,17,11 RUE DES CHAMPS,3,4.0,4.0,-1.4884260000000002,43.49785899999999
1249,17,13 RUE DES CHAMPS,3,2.0,2.0,-1.4885109999999993,43.497776999999985
1250,21,5 RUE CHANOINE BORTHAYRE,2,4.0,2.0,-1.4868749999999997,43.507459
1251,21,6 RUE CHANOINE BORTHAYRE,5,0.0,,-1.4866179999999998,43.50740500000001
1252,21,7 RUE CHANOINE BORTHAYRE,4,4.0,2.0,-1.4866320000000002,43.50748099999999
1253,21,9 RUE CHANOINE BORTHAYRE,2,4.0,2.0,-1.4865359999999999,43.50748800000001
1254,21,11 RUE CHANOINE BORTHAYRE,3,3.0,2.0,-1.4865740000000007,43.50763800000001
1255,17,1 RUE CHANOINE DARANATZ,10,40.0,5.0,-1.4896639999999997,43.497506
1256,17,2 RUE CHANOINE DARANATZ,9,40.0,5.0,-1.489822000000001,43.49757400000001
1257,17,3 RUE CHANOINE DARANATZ,4,40.0,5.0,-1.4900390000000003,43.49765899999999
1258,17,4 RUE CHANOINE DARANATZ,14,40.0,5.0,-1.4902159999999995,43.497717999999985
1259,7,2 IMPASSE DU CHANTEUR PAULUS,5,6.0,3.0,-1.4627209999999988,43.49507199999998
1260,7,4 IMPASSE DU CHANTEUR PAULUS,1,1.0,1.0,-1.4625909999999993,43.49518900000002
1261,30,6 RUE DE CHAR,1,1.0,1.0,-1.4566429999999995,43.493109999999994
1262,30,8 RUE DE CHAR,3,1.0,1.0,-1.456579,43.49318900000001
1263,30,9 RUE DE CHAR,2,1.0,1.0,-1.456329,43.49354300000001
1264,30,11 RUE DE CHAR,3,1.0,1.0,-1.4561189999999997,43.49354300000001
1265,30,14 RUE DE CHAR,1,1.0,2.0,-1.4561089999999999,43.493455
1266,30,15 RUE DE CHAR,1,1.0,1.0,-1.456,43.49354600000001
1267,30,16 RUE DE CHAR,4,1.0,2.0,-1.455999,43.493458
1268,30,17 RUE DE CHAR,1,1.0,1.0,-1.4558729999999995,43.49355
1269,30,18 RUE DE CHAR,1,1.0,2.0,-1.455886000000001,43.493461
1270,30,20 Rue de Char,1,1.0,2.0,-1.4557549999999988,43.49346399999999
1271,30,21 RUE DE CHAR,1,1.0,1.0,-1.4553949999999996,43.49356499999999
1272,30,22 RUE DE CHAR,5,1.0,2.0,-1.4556519999999986,43.493467
1273,30,24 RUE DE CHAR,2,1.0,1.0,-1.4555360000000004,43.493475000000004
1274,30,26 RUE DE CHAR,2,1.0,1.0,-1.4552790000000004,43.493477
1275,30,27 RUE DE CHAR,1,1.0,1.0,-1.4550700000000003,43.49357299999999
1276,30,29 RUE DE CHAR,1,1.0,1.0,-1.4549069999999997,43.493576999999995
1277,30,30 RUE DE CHAR,1,5.0,2.0,-1.4546349999999992,43.493463
1278,30,31 RUE DE CHAR,4,1.0,1.0,-1.4546139999999999,43.493593000000004
1279,30,32 RUE DE CHAR,5,5.0,2.0,-1.4545679999999983,43.49339899999999
1280,30,33 RUE DE CHAR,2,1.0,1.0,-1.4541839999999988,43.49349499999999
1281,30,34 RUE DE CHAR,1,5.0,2.0,-1.454494,43.493334
1282,30,35 RUE DE CHAR,1,1.0,1.0,-1.454092,43.49354900000001
1283,30,36 RUE DE CHAR,3,5.0,2.0,-1.4544280000000007,43.49326700000003
1284,30,37 RUE DE CHAR,1,1.0,1.0,-1.4539879999999998,43.49357499999999
1285,30,38 RUE DE CHAR,1,5.0,2.0,-1.4543660000000003,43.49321300000001
1286,30,39 RUE DE CHAR,3,1.0,1.0,-1.4539179999999998,43.493511
1287,30,40 RUE DE CHAR,1,5.0,2.0,-1.4542959999999996,43.493143
1288,30,41 RUE DE CHAR,2,1.0,1.0,-1.453843999999999,43.493443000000006
1289,30,42 RUE DE CHAR,2,5.0,2.0,-1.4542230000000003,43.493077
1290,30,43 RUE DE CHAR,3,1.0,1.0,-1.4537820000000004,43.49338800000002
1291,30,45 RUE DE CHAR,1,1.0,1.0,-1.4538069999999998,43.493299999999984
1292,30,46 RUE DE CHAR,3,3.0,2.0,-1.4544380000000003,43.49262200000002
1293,30,47 RUE DE CHAR,1,1.0,1.0,-1.4538620000000002,43.49320800000001
1294,30,48 RUE DE CHAR,1,3.0,2.0,-1.454493,43.492546
1295,30,49 RUE DE CHAR,1,1.0,1.0,-1.4539719999999994,43.49302299999999
1296,30,50 RUE DE CHAR,1,3.0,2.0,-1.4545620000000001,43.49246600000001
1297,30,51 RUE DE CHAR,1,4.0,1.0,-1.4541029999999997,43.49282099999999
1298,30,53 RUE DE CHAR,2,4.0,1.0,-1.4541509999999995,43.492756
1299,30,55 RUE DE CHAR,5,4.0,1.0,-1.4542139999999997,43.492693
1300,30,57 RUE DE CHAR,1,4.0,1.0,-1.4542700000000002,43.49261900000001
1301,30,61 RUE DE CHAR,2,4.0,1.0,-1.4543929999999998,43.49247100000002
1302,30,63 RUE DE CHAR,2,4.0,1.0,-1.4544420000000002,43.492411999999995
1303,30,65 RUE DE CHAR,1,1.0,1.0,-1.4547889999999992,43.491901000000006
1304,16,1 RUE CHARCUTIÈRE,3,7.0,3.0,-1.473453999999999,43.48936399999999
1305,16,2 RUE CHARCUTIÈRE,7,8.0,5.0,-1.4733969999999994,43.489347
1306,16,3 RUE CHARCUTIÈRE,3,6.0,5.0,-1.473454999999999,43.489689999999996
1307,16,4 RUE CHARCUTIÈRE,3,4.0,4.0,-1.4733980000000002,43.489515
1308,6,2 RUE CHARLES FLOQUET,6,4.0,4.0,-1.466186,43.49387400000001
1309,6,3 RUE CHARLES FLOQUET,1,9.0,4.0,-1.4658020000000012,43.493771
1310,6,4 RUE CHARLES FLOQUET,2,2.0,2.0,-1.4660739999999992,43.493791
1311,6,5 RUE CHARLES FLOQUET,1,2.0,4.0,-1.4657469999999992,43.493728999999995
1312,6,6 RUE CHARLES FLOQUET,5,7.0,4.0,-1.4659609999999994,43.493708000000005
1313,6,7 RUE CHARLES FLOQUET,1,5.0,4.0,-1.4656710000000002,43.49368000000001
1314,6,8 RUE CHARLES FLOQUET,6,7.0,3.0,-1.4658569999999993,43.493638999999995
1315,6,9 RUE CHARLES FLOQUET,11,5.0,4.0,-1.4655539999999994,43.49358800000001
1316,6,10 RUE CHARLES FLOQUET,5,1.0,1.0,-1.4657220000000006,43.493542
1317,6,11 RUE CHARLES FLOQUET,6,11.0,4.0,-1.4655099999999996,43.49357700000001
1318,6,12 RUE CHARLES FLOQUET,4,3.0,4.0,-1.465679,43.4935
1319,6,12BIS RUE CHARLES FLOQUET,5,3.0,4.0,-1.4656389999999992,43.49347199999999
1320,6,14 RUE CHARLES FLOQUET,2,1.0,2.0,-1.4655880000000003,43.493443000000006
1321,6,17 RUE CHARLES FLOQUET,3,1.0,3.0,-1.4649529999999997,43.493157
1322,6,19 RUE CHARLES FLOQUET,4,2.0,2.0,-1.4648420000000006,43.493089
1323,6,20 RUE CHARLES FLOQUET,20,18.0,4.0,-1.4653209999999997,43.493252
1324,6,21 RUE CHARLES FLOQUET,4,0.0,,-1.4646169999999983,43.492924
1325,6,22 RUE CHARLES FLOQUET,3,3.0,3.0,-1.4651799999999988,43.493154000000004
1326,6,23 RUE CHARLES FLOQUET,9,23.0,4.0,-1.4645800000000007,43.492896000000016
1327,6,24 RUE CHARLES FLOQUET,4,2.0,2.0,-1.465078000000001,43.493084000000025
1328,7,25 RUE CHARLES FLOQUET,2,3.0,3.0,-1.464347,43.492732
1329,7,25BIS RUE CHARLES FLOQUET,1,3.0,3.0,-1.4642930000000005,43.49269200000001
1330,6,26 RUE CHARLES FLOQUET,5,4.0,2.0,-1.4649749999999984,43.493004999999975
1331,7,27 RUE CHARLES FLOQUET,5,3.0,3.0,-1.4642250000000012,43.49264300000001
1332,6,28 RUE CHARLES FLOQUET,3,2.0,2.0,-1.464904,43.49295399999999
1333,7,29 RUE CHARLES FLOQUET,7,2.0,3.0,-1.4641040000000007,43.49255999999999
1334,6,30 RUE CHARLES FLOQUET,3,3.0,2.0,-1.4648419999999989,43.492909
1335,7,31 RUE CHARLES FLOQUET,6,11.0,4.0,-1.4639859999999993,43.492470999999995
1336,7,33 RUE CHARLES FLOQUET,2,0.0,2.0,-1.4638669999999994,43.49238900000001
1337,7,34 RUE CHARLES FLOQUET,13,9.0,3.0,-1.4644869999999994,43.492660999999984
1338,7,36 RUE CHARLES FLOQUET,2,0.0,3.0,-1.464329999999999,43.49254899999999
1339,7,38BIS RUE CHARLES FLOQUET,2,1.0,2.0,-1.4641229999999994,43.49239699999998
1340,7,40 RUE CHARLES FLOQUET,15,0.0,,-1.4639810000000002,43.492299
1341,7,44 RUE CHARLES FLOQUET,7,0.0,,-1.4632999999999983,43.49175699999999
1342,29,5 RUE DE LA CHÂTAIGNERAIE,6,8.0,4.0,-1.431932000000001,43.50827400000001
1343,29,9 RUE DE LA CHÂTAIGNERAIE,7,0.0,,-1.431578,43.508495999999994
1344,29,11 RUE DE LA CHÂTAIGNERAIE,5,4.0,4.0,-1.4312079999999994,43.508587
1345,29,13 RUE DE LA CHÂTAIGNERAIE,5,4.0,4.0,-1.4310649999999994,43.508532
1346,29,15 RUE DE LA CHÂTAIGNERAIE,5,4.0,4.0,-1.4311240000000012,43.50840300000001
1347,2,1 PLACE DU CHÂTEAU VIEUX,10,6.0,5.0,-1.477674999999999,43.49132100000001
1348,2,2 PLACE DU CHÂTEAU VIEUX,9,6.0,5.0,-1.4778499999999999,43.491378
1349,11,2 CHEMIN DE CHAURON,11,7.0,4.0,-1.483783,43.476297
1350,11,4 CHEMIN DE CHAURON,1,1.0,4.0,-1.4834499999999993,43.47629099999999
1351,11,5 CHEMIN DE CHAURON,7,0.0,,-1.4823840000000001,43.475994
1352,11,6 CHEMIN DE CHAURON,5,1.0,2.0,-1.483282999999999,43.47628399999999
1353,11,8 CHEMIN DE CHAURON,2,1.0,2.0,-1.4831369999999997,43.476251
1354,11,12 CHEMIN DE CHAURON,6,1.0,2.0,-1.482906999999999,43.47613799999999
1355,11,14 CHEMIN DE CHAURON,2,1.0,2.0,-1.4828000000000006,43.476087000000014
1356,11,18 CHEMIN DE CHAURON,1,1.0,1.0,-1.482536,43.475952999999976
1357,11,20 CHEMIN DE CHAURON,3,1.0,2.0,-1.4824540000000002,43.47589099999999
1358,11,22 CHEMIN DE CHAURON,3,1.0,2.0,-1.4824270000000008,43.475862
1359,11,24 CHEMIN DE CHAURON,2,1.0,1.0,-1.4823419999999994,43.475799000000016
1360,11,26 CHEMIN DE CHAURON,2,1.0,2.0,-1.4822369999999994,43.47571
1361,11,30 CHEMIN DE CHAURON,2,1.0,3.0,-1.4820809999999989,43.475605999999985
1362,11,34 CHEMIN DE CHAURON,2,0.0,,-1.4819329999999988,43.47568
1363,11,34BIS CHEMIN DE CHAURON,5,1.0,2.0,-1.481796000000001,43.47576800000002
1364,11,36 CHEMIN DE CHAURON,4,1.0,2.0,-1.481625999999999,43.475888999999995
1365,11,42 CHEMIN DE CHAURON,1,1.0,1.0,-1.4809559999999993,43.476358999999995
1366,11,44 CHEMIN DE CHAURON,8,2.0,2.0,-1.4803689999999994,43.47618899999999
1367,11,46 CHEMIN DE CHAURON,1,1.0,1.0,-1.4793760000000002,43.476088000000004
1368,11,52 BIS CHEMIN DE CHAURON,6,0.0,,-1.4802510000000002,43.47561500000001
1369,11,53 CHEMIN DE CHAURON,2,1.0,1.0,-1.4796329999999986,43.475663000000004
1370,11,54 CHEMIN DE CHAURON,4,1.0,2.0,-1.4797039999999995,43.475605
1371,25,1 ALLÉE DE CHIRROY,1,2.0,2.0,-1.4630960000000002,43.50755300000001
1372,25,2 ALLÉE DE CHIRROY,3,2.0,2.0,-1.4630280000000002,43.50735300000002
1373,25,3 ALLÉE DE CHIRROY,5,2.0,2.0,-1.4630499999999989,43.50764699999998
1374,25,4 ALLÉE DE CHIRROY,3,2.0,2.0,-1.4628820000000002,43.50732200000001
1375,25,6 ALLÉE DE CHIRROY,2,2.0,2.0,-1.4627499999999998,43.507256000000005
1376,25,7 ALLÉE DE CHIRROY,2,2.0,2.0,-1.4628859999999992,43.507749
1377,25,8 ALLÉE DE CHIRROY,1,1.0,1.0,-1.4626049999999997,43.507223999999965
1378,25,10 ALLÉE DE CHIRROY,1,2.0,2.0,-1.4624400000000002,43.50725500000002
1379,25,12 ALLÉE DE CHIRROY,3,2.0,2.0,-1.4622820000000012,43.507216
1380,25,13 ALLÉE DE CHIRROY,3,1.0,1.0,-1.4627179999999989,43.507461000000006
1381,25,15 ALLÉE DE CHIRROY,1,2.0,1.0,-1.4623929999999996,43.50743899999999
1382,25,17 ALLÉE DE CHIRROY,2,2.0,2.0,-1.4622479999999989,43.507411
1383,22,1 RUE DES CHÊNES,12,16.0,4.0,-1.462014,43.497168000000016
1384,22,3 RUE DES CHÊNES,10,16.0,4.0,-1.4619370000000007,43.49735100000001
1385,22,9 RUE DES CHÊNES,7,16.0,4.0,-1.4621059999999995,43.497987
1386,22,11 RUE DES CHÊNES,7,16.0,4.0,-1.4620320000000002,43.49815599999999
1387,29,2 RUE DE LA CHÊNERAIE,27,0.0,,-1.4329379999999992,43.50995699999999
1388,8,4 RUE DE CHÉRUBIN,4,7.0,2.0,-1.4857229999999992,43.48611899999999
1389,8,6 RUE DE CHÉRUBIN,4,0.0,,-1.485726,43.48600600000001
1390,8,8 RUE DE CHÉRUBIN,1,12.0,4.0,-1.485735999999999,43.48592999999998
1391,8,10 RUE DE CHÉRUBIN,22,12.0,4.0,-1.485759,43.48579000000003
1392,8,14 RUE DE CHÉRUBIN,6,1.0,2.0,-1.4857930000000001,43.485657999999994
1393,8,16 RUE DE CHÉRUBIN,5,1.0,2.0,-1.485829,43.48540400000001
1394,8,18 RUE DE CHÉRUBIN,3,0.0,1.0,-1.4858699999999985,43.48516999999998
1395,22,1BIS AVENUE DE LA CITADELLE,11,,,-1.4681530000000003,43.500136999999995
1396,22,1 AVENUE DE LA CITADELLE,8,45.0,2.6666666666666665,-1.467398,43.500868
1397,22,3 AVENUE DE LA CITADELLE,4,20.0,3.0,-1.4675420000000001,43.50075400000001
1398,22,5 AVENUE DE LA CITADELLE,16,20.0,3.0,-1.4677399999999998,43.50061100000001
1399,22,7 AVENUE DE LA CITADELLE,48,0.0,,-1.468228000000001,43.50018000000002
1400,25,1 RUE DE CODRY,6,6.0,1.5,-1.464653999999999,43.5083
1401,23,2 RUE DE CODRY,4,1.0,1.0,-1.464026,43.507976000000006
1402,25,3 RUE DE CODRY,7,6.0,1.0,-1.4646139999999999,43.50859399999999
1403,23,4 RUE DE CODRY,1,1.0,1.0,-1.4644679999999999,43.508050000000004
1404,25,5 RUE DE CODRY,8,9.0,4.0,-1.4647279999999998,43.50893700000001
1405,23,6 RUE DE CODRY,1,1.0,1.0,-1.4644910000000002,43.50824300000002
1406,25,7 RUE DE CODRY,10,9.0,4.0,-1.4649330000000003,43.508913
1407,23,8 RUE DE CODRY,2,1.0,2.0,-1.46446,43.50845900000001
1408,25,9 RUE DE CODRY,5,9.0,4.0,-1.4646810000000001,43.50925000000001
1409,23,10 RUE DE CODRY,5,1.0,2.0,-1.464434999999999,43.508627
1410,25,11 RUE DE CODRY,2,9.0,4.0,-1.464897000000001,43.509226000000005
1411,23,16 RUE DE CODRY,2,0.0,,-1.464355,43.509208000000015
1412,23,18 RUE DE CODRY,20,0.0,,-1.464426,43.509362
1413,9,3 RUE COLONEL BRANCION,1,1.0,1.0,-1.4841220000000006,43.48107200000001
1414,9,4 RUE COLONEL BRANCION,7,5.0,2.0,-1.4840639999999994,43.48115399999999
1415,9,5 RUE COLONEL BRANCION,3,1.0,1.0,-1.4842969999999993,43.48108999999998
1416,9,5BIS RUE COLONEL BRANCION,2,1.0,1.0,-1.4845330000000012,43.48110900000001
1417,9,5TER RUE COLONEL BRANCION,3,1.0,2.0,-1.4845799999999993,43.481119000000014
1418,9,6 RUE COLONEL BRANCION,2,0.0,1.0,-1.4842769999999996,43.481175000000015
1419,9,7 RUE COLONEL BRANCION,2,1.0,1.0,-1.4847039999999991,43.481098
1420,9,8 RUE COLONEL BRANCION,2,1.0,2.0,-1.4843829999999998,43.481184
1421,9,12 RUE COLONEL BRANCION,2,1.0,2.0,-1.4847530000000004,43.48118200000001
1422,9,13 RUE COLONEL BRANCION,1,1.0,2.0,-1.485043999999999,43.480928000000006
1423,9,14 RUE COLONEL BRANCION,2,1.0,3.0,-1.4849289999999997,43.481103
1424,9,14B RUE COLONEL BRANCION,1,1.0,2.0,-1.4850829999999988,43.481018000000006
1425,9,15 RUE COLONEL BRANCION,2,1.0,1.0,-1.4856840000000002,43.480591000000004
1426,9,17 RUE COLONEL BRANCION,6,1.0,2.0,-1.4858979999999995,43.48047900000001
1427,9,19 RUE COLONEL BRANCION,4,1.0,2.0,-1.4860659999999999,43.48037500000001
1428,9,20 RUE COLONEL BRANCION,4,2.0,2.0,-1.4855729999999994,43.48075099999999
1429,9,22 RUE COLONEL BRANCION,5,1.0,1.0,-1.4859599999999997,43.48055900000001
1430,9,24 RUE COLONEL BRANCION,2,0.0,1.0,-1.4861030000000006,43.480506000000034
1431,9,26 RUE COLONEL BRANCION,2,1.0,2.0,-1.4861819999999988,43.480424000000006
1432,21,6 CHEMIN DES CISTERCIENNES,10,14.0,2.6666666666666665,-1.4865509999999988,43.50649899999999
1433,21,3 CHEMIN DE CLAIROUN DE HAUT,2,0.0,,-1.4833309999999995,43.51309599999999
1434,21,5 CHEMIN DE CLAIROUN DE HAUT,3,0.0,,-1.484119999999999,43.513195
1435,21,7 CHEMIN DE CLAIROUN DE HAUT,2,1.0,3.0,-1.4843869999999988,43.513213
1436,21,3 CHEMIN DE CLAIROUN DE BAS,1,1.0,2.0,-1.4836660000000002,43.513558
1437,21,5 CHEMIN DE CLAIROUN DE BAS,1,1.0,2.0,-1.4840130000000007,43.51362599999999
1438,21,6 CHEMIN DE CLAIROUN DE BAS,1,1.0,2.0,-1.4851529999999988,43.51359700000002
1439,16,1 AVENUE COMMANDANT WILLIAM BOISSEL,2,1.0,2.0,-1.4678429999999991,43.48979700000001
1440,16,2 AVENUE COMMANDANT WILLIAM BOISSEL,1,1.0,2.0,-1.4679440000000017,43.48973500000001
1441,16,5 AVENUE COMMANDANT WILLIAM BOISSEL,2,3.0,4.0,-1.4676030000000002,43.489695999999995
1442,16,6 AVENUE COMMANDANT WILLIAM BOISSEL,3,1.0,2.0,-1.4673619999999992,43.489499
1443,16,7 AVENUE COMMANDANT WILLIAM BOISSEL,8,3.0,3.0,-1.467508999999999,43.489659
1444,16,8 AVENUE COMMANDANT WILLIAM BOISSEL,1,1.0,2.0,-1.4671489999999998,43.48941500000001
1445,16,9 AVENUE COMMANDANT WILLIAM BOISSEL,1,4.0,2.0,-1.4673509999999994,43.489594999999994
1446,16,10 AVENUE COMMANDANT WILLIAM BOISSEL,2,1.0,2.0,-1.4670060000000005,43.489356000000015
1447,16,12 AVENUE COMMANDANT WILLIAM BOISSEL,2,1.0,2.0,-1.4668289999999988,43.48928599999999
1448,16,15 AVENUE COMMANDANT WILLIAM BOISSEL,1,1.0,2.0,-1.4672000000000003,43.489534
1449,2,31 quai Dominique Roquebert,4,6.0,5.0,-1.4748639999999986,43.490799
1450,2,33 quai Dominique Roquebert,2,5.0,4.0,-1.4748819999999991,43.490863000000004
1451,10,4 CHEMIN DE COMPAGNET,2,1.0,1.0,-1.493612,43.46080000000003
1452,10,7 CHEMIN DE COMPAGNET,2,1.0,2.0,-1.489993999999999,43.461394999999996
1453,10,8 CHEMIN DE COMPAGNET,1,1.0,2.0,-1.4909920000000003,43.461462
1454,10,11 CHEMIN DE COMPAGNET,2,1.0,2.0,-1.487779,43.46068700000002
1455,10,15 CHEMIN DE COMPAGNET,2,0.0,1.0,-1.4871739999999996,43.46036799999999
1456,10,18 CHEMIN DE COMPAGNET,1,1.0,3.0,-1.489145999999999,43.459253000000004
1457,22,1 RUE DOCTEUR LUCIEN COMPAGNON,12,0.0,,-1.4628400000000004,43.49824600000001
1458,22,2 RUE DOCTEUR LUCIEN COMPAGNON,15,0.0,,-1.4627799999999984,43.49837699999998
1459,22,3 RUE DOCTEUR LUCIEN COMPAGNON,23,0.0,,-1.4630409999999998,43.49839000000001
1460,22,4 RUE DOCTEUR LUCIEN COMPAGNON,14,0.0,,-1.462825999999999,43.498864000000005
1461,22,5 RUE DOCTEUR LUCIEN COMPAGNON,14,0.0,,-1.4634849999999997,43.497512000000015
1462,22,6 RUE DOCTEUR LUCIEN COMPAGNON,17,0.0,,-1.463032,43.498506
1463,22,7 RUE DOCTEUR LUCIEN COMPAGNON,26,0.0,,-1.4633289999999999,43.49772999999999
1464,22,8 RUE DOCTEUR LUCIEN COMPAGNON,20,0.0,,-1.4633009999999982,43.49855099999999
1465,22,9 RUE DOCTEUR LUCIEN COMPAGNON,25,0.0,,-1.4634709999999993,43.49793599999999
1466,22,10 RUE DOCTEUR LUCIEN COMPAGNON,12,0.0,,-1.463446999999999,43.49900800000001
1467,22,11 RUE DOCTEUR LUCIEN COMPAGNON,30,0.0,,-1.4636399999999987,43.49830899999999
1468,14,2 RUE DES COMPAGNONS D'EMMAUS,2,1.0,2.0,-1.4944239999999982,43.48660699999998
1469,14,3 RUE DES COMPAGNONS D'EMMAUS,2,1.0,2.0,-1.4940419999999994,43.486844
1470,14,4 RUE DES COMPAGNONS D'EMMAUS,1,1.0,2.0,-1.4943099999999998,43.486625000000004
1471,14,5 RUE DES COMPAGNONS D'EMMAUS,2,1.0,1.0,-1.4937719999999988,43.48679500000001
1472,14,6 RUE DES COMPAGNONS D'EMMAUS,2,1.0,2.0,-1.4942179999999996,43.486719
1473,14,7 RUE DES COMPAGNONS D'EMMAUS,1,1.0,1.0,-1.4935399999999999,43.48678900000002
1474,14,9 RUE DES COMPAGNONS D'EMMAUS,2,1.0,2.0,-1.4933430000000003,43.486791000000004
1475,14,10 RUE DES COMPAGNONS D'EMMAUS,1,0.0,1.0,-1.4939489999999997,43.486714
1476,14,12 RUE DES COMPAGNONS D'EMMAUS,2,1.0,2.0,-1.4938059999999982,43.48671199999999
1477,14,14 RUE DES COMPAGNONS D'EMMAUS,5,1.0,1.0,-1.4936350000000003,43.486714
1478,9,4 COURS COMTE DE CABARRUS,1,1.0,3.0,-1.48316,43.481538
1479,9,5 COURS COMTE DE CABARRUS,4,3.0,3.0,-1.483414,43.481453
1480,9,6 COURS COMTE DE CABARRUS,3,0.0,1.0,-1.4833770000000008,43.481560000000016
1481,9,7 COURS COMTE DE CABARRUS,3,2.0,2.0,-1.4834900000000009,43.48145800000001
1482,9,9 COURS COMTE DE CABARRUS,5,1.0,2.0,-1.483857,43.481503000000004
1483,9,10 COURS COMTE DE CABARRUS,4,1.0,2.0,-1.4841019999999994,43.481632
1484,9,11 COURS COMTE DE CABARRUS,4,1.0,2.0,-1.4841019999999994,43.481531000000004
1485,9,12 COURS COMTE DE CABARRUS,3,1.0,2.0,-1.4843779999999982,43.481662999999976
1486,9,13 COURS COMTE DE CABARRUS,5,0.0,1.0,-1.484380999999999,43.481561
1487,9,14 COURS COMTE DE CABARRUS,1,1.0,2.0,-1.484667,43.481691999999995
1488,9,16 COURS COMTE DE CABARRUS,2,1.0,2.0,-1.4848429999999992,43.481709
1489,9,17 COURS COMTE DE CABARRUS,5,1.0,3.0,-1.4847919999999997,43.48160299999999
1490,9,20 COURS COMTE DE CABARRUS,2,1.0,2.0,-1.4853259999999993,43.481759
1491,9,21 COURS COMTE DE CABARRUS,3,1.0,1.0,-1.4851660000000002,43.48164200000001
1492,9,22 COURS COMTE DE CABARRUS,1,1.0,2.0,-1.4856189999999991,43.481788
1493,9,23 COURS COMTE DE CABARRUS,2,1.0,2.0,-1.4853430000000003,43.481656999999984
1494,9,26 COURS COMTE DE CABARRUS,3,1.0,1.0,-1.4864850000000003,43.48188899999999
1495,9,28 COURS COMTE DE CABARRUS,3,1.0,2.0,-1.4868880000000002,43.481920999999986
1496,9,29 COURS COMTE DE CABARRUS,4,2.0,1.0,-1.4872449999999997,43.48166899999999
1497,9,30 COURS COMTE DE CABARRUS,2,1.0,2.0,-1.4871119999999993,43.481943000000015
1498,9,32 COURS COMTE DE CABARRUS,6,1.0,2.0,-1.4873929999999997,43.48198000000001
1499,29,1 ALLÉE DE CONSTANTIN,2,1.0,2.0,-1.438008999999999,43.49753399999998
1500,29,2 ALLÉE DE CONSTANTIN,2,1.0,2.0,-1.4380709999999992,43.49742499999999
1501,29,5 ALLÉE DE CONSTANTIN,3,2.0,2.0,-1.4384819999999998,43.49739300000001
1502,29,9 ALLÉE DE CONSTANTIN,1,1.0,2.0,-1.4386819999999994,43.497395000000004
1503,29,11 ALLÉE DE CONSTANTIN,2,1.0,2.0,-1.4390490000000002,43.49725800000002
1504,16,1 RUE DES CORDELIERS,3,5.0,5.0,-1.4740859999999996,43.489224
1505,16,2 RUE DES CORDELIERS,2,10.0,4.0,-1.4739059999999988,43.48916399999999
1506,16,3 RUE DES CORDELIERS,3,4.0,5.0,-1.4739540000000009,43.489228
1507,16,4 RUE DES CORDELIERS,11,9.0,6.0,-1.473781999999999,43.48917100000001
1508,16,5 RUE DES CORDELIERS,1,5.0,6.0,-1.4738690000000012,43.489232
1509,16,6 RUE DES CORDELIERS,1,9.0,6.0,-1.473712,43.48917200000003
1510,16,7 RUE DES CORDELIERS,2,6.0,5.0,-1.4737949999999989,43.48923299999998
1511,16,9 RUE DES CORDELIERS,1,6.0,4.0,-1.4737290000000003,43.489238000000014
1512,16,10 RUE DES CORDELIERS,9,9.0,6.0,-1.4735359999999988,43.489183
1513,16,11 RUE DES CORDELIERS,5,6.0,4.0,-1.4736520000000004,43.489239000000005
1514,16,13 RUE DES CORDELIERS,4,9.0,5.0,-1.4735850000000001,43.489243000000016
1515,16,14 RUE DES CORDELIERS,5,4.0,4.0,-1.4734159999999992,43.489189
1516,16,15 RUE DES CORDELIERS,4,7.0,5.0,-1.473525,43.489245999999994
1517,16,16 RUE DES CORDELIERS,6,10.0,6.0,-1.473344999999999,43.48919699999999
1518,16,18 RUE DES CORDELIERS,8,4.0,5.0,-1.4732879999999995,43.489202999999996
1519,16,20 RUE DES CORDELIERS,1,4.0,5.0,-1.4732209999999992,43.489207
1520,16,21 RUE DES CORDELIERS,2,12.0,6.0,-1.473301,43.48926599999999
1521,16,23 RUE DES CORDELIERS,1,7.0,5.0,-1.4732389999999989,43.489272
1522,16,24 RUE DES CORDELIERS,1,9.0,5.0,-1.473117,43.489221000000015
1523,16,25 RUE DES CORDELIERS,4,4.0,3.0,-1.473193,43.48928
1524,16,26 RUE DES CORDELIERS,5,8.0,5.0,-1.4730629999999996,43.48922499999999
1525,16,28 RUE DES CORDELIERS,6,4.0,5.0,-1.4730040000000009,43.48923299999999
1526,16,29 RUE DES CORDELIERS,5,8.0,5.0,-1.4729840000000005,43.48931100000002
1527,16,31 RUE DES CORDELIERS,6,8.0,5.0,-1.4728820000000002,43.489325
1528,16,33 RUE DES CORDELIERS,2,8.0,5.0,-1.4727919999999983,43.48933899999998
1529,16,34 RUE DES CORDELIERS,4,22.0,5.0,-1.4727720000000004,43.489253999999995
1530,16,35 RUE DES CORDELIERS,4,6.0,5.0,-1.47271,43.48935000000002
1531,16,38 RUE DES CORDELIERS,7,12.0,5.0,-1.4724170000000008,43.489297
1532,16,45 RUE DES CORDELIERS,4,5.0,5.0,-1.4721659999999999,43.489447999999996
1533,16,47 RUE DES CORDELIERS,1,3.0,4.0,-1.472091,43.48948400000001
