ID,code_du_bureau_de_vote,adresse_orig,nb_inscrits,logements_total,etages_moy,X,Y
2767,11,15 AVENUE DU 8 MAI 1945,7,3.0,3.0,-1.4841089999999992,43.475365999999994
2768,10,16 AVENUE DU 8 MAI 1945,448,348.0,5.0,-1.4853519999999993,43.47450899999998
2769,10,18 AVENUE DU 8 MAI 1945,2,1.0,2.0,-1.4867319999999997,43.47418500000001
2770,10,19 AVENUE DU 8 MAI 1945,83,36.0,3.6666666666666665,-1.4848449999999993,43.474743000000004
2771,10,20 AVENUE DU 8 MAI 1945,4,5.0,2.0,-1.487310999999999,43.47435999999998
2772,10,20BIS AVENUE DU 8 MAI 1945,19,0.0,,-1.487091,43.474447
2773,10,21 AVENUE DU 8 MAI 1945,63,52.0,4.0,-1.4856120000000002,43.473606000000004
2774,10,23 AVENUE DU 8 MAI 1945,9,7.0,3.0,-1.4856700000000005,43.47326400000001
2775,10,24 AVENUE DU 8 MAI 1945,1,1.0,2.0,-1.4870929999999998,43.472441
2776,10,25 AVENUE DU 8 MAI 1945,24,20.0,5.0,-1.4858479999999998,43.47283400000001
2777,10,27 AVENUE DU 8 MAI 1945,26,0.0,1.0,-1.4860200000000008,43.47230800000001
2778,10,29 AVENUE DU 8 MAI 1945,27,18.0,5.0,-1.4865970000000002,43.47199299999999
2779,10,44 AVENUE DU 8 MAI 1945,2,1.0,1.0,-1.4892739999999993,43.469625
2780,10,46 AVENUE DU 8 MAI 1945,2,1.0,2.0,-1.489398999999999,43.469541
2781,10,48 AVENUE DU 8 MAI 1945,1,0.0,3.0,-1.4896819999999993,43.46939999999998
2782,10,52 AVENUE DU 8 MAI 1945,2,0.0,,-1.490244999999999,43.46897799999997
2783,10,95 AVENUE DU 8 MAI 1945,2,0.0,,-1.4912789999999996,43.46300299999999
2784,10,109 AVENUE DU 8 MAI 1945,48,0.0,,-1.4948989999999998,43.457146000000016
2785,14,1 AVENUE D'ILBARRITZ,78,78.0,5.0,-1.4931419999999997,43.48135800000001
2786,13,2 AVENUE D'ILBARRITZ,1,1.0,2.0,-1.4932809999999992,43.48120599999999
2787,13,4 AVENUE D'ILBARRITZ,1,1.0,1.0,-1.4934079999999987,43.480742
2788,13,6 AVENUE D'ILBARRITZ,3,1.0,1.0,-1.4934339999999997,43.48055500000002
2789,13,10 AVENUE D'ILBARRITZ,2,1.0,1.0,-1.4934939999999992,43.48017699999998
2790,13,12 AVENUE D'ILBARRITZ,4,1.0,1.0,-1.4935609999999986,43.479803000000004
2791,13,14 AVENUE D'ILBARRITZ,3,1.0,1.0,-1.4936219999999998,43.479471000000004
2792,13,16 AVENUE D'ILBARRITZ,1,1.0,1.0,-1.4936559999999999,43.479308
2793,13,18 AVENUE D'ILBARRITZ,2,1.0,2.0,-1.493692999999999,43.47912000000001
2794,13,18BIS AVENUE D'ILBARRITZ,2,1.0,2.0,-1.4939270000000002,43.479204000000045
2795,13,20 AVENUE D'ILBARRITZ,1,1.0,1.0,-1.4937149999999992,43.478964999999995
2796,13,22 AVENUE D'ILBARRITZ,1,1.0,1.0,-1.493734999999999,43.47884
2797,13,24 AVENUE D'ILBARRITZ,6,1.0,1.0,-1.4937659999999997,43.478716000000006
2798,13,26 AVENUE D'ILBARRITZ,3,1.0,2.0,-1.4940069999999994,43.478655
2799,13,28 AVENUE D'ILBARRITZ,2,1.0,2.0,-1.4937800000000003,43.47859299999999
2800,15,6 CHEMIN D'IBOS,2,1.0,1.5,-1.4581729999999982,43.481785000000016
2801,15,7 CHEMIN D'IBOS,6,0.0,,-1.4583789999999992,43.482299999999995
2802,15,8 CHEMIN D'IBOS,4,1.0,2.0,-1.4581139999999995,43.482164
2803,15,9 CHEMIN D'IBOS,39,0.0,1.0,-1.458279999999999,43.48261200000001
2804,20,1 RUE INTENDANT GÉNÉRAL LACRAMBE,2,2.0,2.0,-1.486429999999999,43.49378999999999
2805,20,2 RUE INTENDANT GÉNÉRAL LACRAMBE,1,1.0,2.0,-1.486354,43.49386900000001
2806,20,3 RUE INTENDANT GÉNÉRAL LACRAMBE,2,1.0,2.0,-1.486598000000001,43.493826000000006
2807,20,4 RUE INTENDANT GÉNÉRAL LACRAMBE,4,1.0,1.0,-1.4865059999999999,43.493913
2808,20,4BIS RUE INTENDANT GÉNÉRAL LACRAMBE,1,1.0,2.0,-1.486494,43.494113
2809,20,5 RUE INTENDANT GÉNÉRAL LACRAMBE,1,1.0,2.0,-1.4868869999999994,43.493917
2810,20,6 RUE INTENDANT GÉNÉRAL LACRAMBE,7,6.0,2.0,-1.4869009999999991,43.49401400000001
2811,20,7 RUE INTENDANT GÉNÉRAL LACRAMBE,2,1.0,2.0,-1.4870899999999998,43.49397099999999
2812,20,13 RUE INTENDANT GÉNÉRAL LACRAMBE,2,1.0,2.0,-1.4879289999999992,43.49421099999999
2813,20,14 RUE INTENDANT GÉNÉRAL LACRAMBE,1,1.0,1.0,-1.4881089999999992,43.494333999999995
2814,20,16 RUE INTENDANT GÉNÉRAL LACRAMBE,1,1.0,1.0,-1.4881560000000007,43.49434500000001
2815,8,15 AVENUE INTERNE JACQUES LOËB,1,,,-1.4832210000000003,43.481058
2816,9,2 AVENUE INTERNE JACQUES LOËB,5,4.0,2.5,-1.4825260000000011,43.483361
2817,8,3 AVENUE INTERNE JACQUES LOËB,2,0.0,1.0,-1.4821819999999997,43.483692
2818,9,4 AVENUE INTERNE JACQUES LOËB,10,4.0,2.5,-1.482503,43.483149
2819,9,6 AVENUE INTERNE JACQUES LOËB,1,1.0,2.0,-1.4825249999999994,43.482967000000016
2820,8,7 AVENUE INTERNE JACQUES LOËB,1,2.0,1.5,-1.4823740000000003,43.48350799999999
2821,9,12 AVENUE INTERNE JACQUES LOËB,2,1.0,2.0,-1.4825969999999986,43.482648
2822,9,18 AVENUE INTERNE JACQUES LOËB,2,1.0,3.0,-1.4827440000000003,43.48162800000001
2823,9,20 AVENUE INTERNE JACQUES LOËB,3,4.0,3.0,-1.4828279999999994,43.481224999999995
2824,9,24 AVENUE INTERNE JACQUES LOËB,4,1.0,2.0,-1.4829870000000005,43.48097200000002
2825,9,26 AVENUE INTERNE JACQUES LOËB,9,5.0,4.0,-1.4832529999999988,43.480917999999996
2826,9,30 AVENUE INTERNE JACQUES LOËB,1,6.0,3.0,-1.4833220000000014,43.480615
2827,9,38 AVENUE INTERNE JACQUES LOËB,17,35.0,9.0,-1.4845889999999993,43.47891299999999
2828,9,40 AVENUE INTERNE JACQUES LOËB,12,35.0,9.0,-1.4845109999999992,43.478708
2829,11,42 AVENUE INTERNE JACQUES LOËB,3,1.0,2.0,-1.4841609999999998,43.477463
2830,11,44 AVENUE INTERNE JACQUES LOËB,2,0.0,1.0,-1.4864959999999992,43.478446000000005
2831,12,1 AVENUE DE L'IPARLA,12,40.0,5.0,-1.4991659999999996,43.477554999999995
2832,12,3 AVENUE DE L'IPARLA,17,40.0,5.0,-1.4994089999999998,43.477583999999986
2833,12,5 AVENUE DE L'IPARLA,16,40.0,5.0,-1.4996069999999995,43.47760600000001
2834,12,7 AVENUE DE L'IPARLA,20,40.0,5.0,-1.4998239999999996,43.47763299999999
2835,12,9 AVENUE DE L'IPARLA,9,60.0,5.0,-1.5001940000000002,43.477694
2836,12,11 AVENUE DE L'IPARLA,9,160.0,5.0,-1.5004809999999997,43.47774100000001
2837,12,13 AVENUE DE L'IPARLA,6,60.0,5.0,-1.500655999999999,43.477766
2838,12,15 AVENUE DE L'IPARLA,13,60.0,5.0,-1.5008930000000003,43.477794
2839,12,17 AVENUE DE L'IPARLA,7,60.0,5.0,-1.5010799999999993,43.477815
2840,12,19 AVENUE DE L'IPARLA,12,60.0,5.0,-1.5012530000000004,43.477837000000015
2841,16,4 CHEMIN DE JACQUEMIN,1,,,-1.4681950000000001,43.483000000000004
2842,16,5 CHEMIN DE JACQUEMIN,1,1.0,2.0,-1.467132,43.48319300000002
2843,16,7 CHEMIN DE JACQUEMIN,3,1.0,2.0,-1.4672770000000002,43.48316400000001
2844,16,10 CHEMIN DE JACQUEMIN,3,1.0,2.0,-1.4679689999999996,43.48328600000001
2845,16,11 CHEMIN DE JACQUEMIN,2,1.0,2.0,-1.467766,43.483161000000024
2846,16,13 CHEMIN DE JACQUEMIN,2,1.0,2.0,-1.4679780000000002,43.48317600000001
2847,16,16 CHEMIN DE JACQUEMIN,3,1.0,3.0,-1.468727999999999,43.483050999999996
2848,16,19 CHEMIN DE JACQUEMIN,2,0.0,,-1.4689349999999992,43.482746000000006
2849,16,20 CHEMIN DE JACQUEMIN,1,1.0,2.0,-1.4695649999999998,43.48267100000002
2850,16,21 CHEMIN DE JACQUEMIN,5,0.0,,-1.469127999999999,43.48273400000001
2851,16,22 CHEMIN DE JACQUEMIN,5,1.0,2.0,-1.4694850000000002,43.482286000000016
2852,4,1 RUE JACQUES LAFFITTE,7,5.0,5.0,-1.472095,43.49259500000001
2853,4,2 RUE JACQUES LAFFITTE,10,7.0,5.0,-1.472242999999999,43.49265200000001
2854,4,3 RUE JACQUES LAFFITTE,13,0.0,6.0,-1.4721689999999998,43.492440000000016
2855,4,8 RUE JACQUES LAFFITTE,9,6.0,4.0,-1.4725599999999994,43.49192
2856,4,10 RUE JACQUES LAFFITTE,9,7.0,5.0,-1.4726359999999994,43.491728
2857,4,11 RUE JACQUES LAFFITTE,3,4.0,4.0,-1.4726189999999988,43.491383
2858,4,12 RUE JACQUES LAFFITTE,9,7.0,5.0,-1.4727129999999993,43.491564000000004
2859,4,14 RUE JACQUES LAFFITTE,3,0.0,1.0,-1.4728789999999996,43.491201999999994
2860,16,2 CHEMIN DE JACQUETTE,3,1.0,2.0,-1.468510999999999,43.48295099999999
2861,16,5 CHEMIN DE JACQUETTE,2,1.0,1.0,-1.4683410000000001,43.482948
2862,16,7 CHEMIN DE JACQUETTE,2,1.0,1.0,-1.4682380000000002,43.482691999999986
2863,16,16 CHEMIN DE JACQUETTE,3,1.0,1.0,-1.4687350000000003,43.48207600000001
2864,16,20 CHEMIN DE JACQUETTE,1,2.0,2.5,-1.4691880000000002,43.480105000000016
2865,6,4 BOULEVARD JEAN D'AMOU,10,9.0,4.0,-1.4670980000000002,43.49502
2866,5,5 BOULEVARD JEAN D'AMOU,1,0.0,,-1.4668739999999993,43.49527600000001
2867,6,6 BOULEVARD JEAN D'AMOU,6,3.0,3.0,-1.4668980000000005,43.49509600000001
2868,6,6BIS BOULEVARD JEAN D'AMOU,3,7.0,3.0,-1.4667039999999991,43.49497499999998
2869,6,8 BOULEVARD JEAN D'AMOU,4,5.0,2.0,-1.4667409999999992,43.49515600000001
2870,5,9 BOULEVARD JEAN D'AMOU,11,0.0,1.0,-1.4666279999999992,43.49537800000001
2871,6,10 BOULEVARD JEAN D'AMOU,18,13.0,4.0,-1.4665830000000002,43.495234000000025
2872,6,12 BOULEVARD JEAN D'AMOU,12,13.0,4.0,-1.466333,43.495380000000004
2873,6,14 BOULEVARD JEAN D'AMOU,15,12.0,4.0,-1.4661419999999994,43.49549000000001
2874,5,15 BOULEVARD JEAN D'AMOU,14,61.0,5.0,-1.466122999999999,43.49567
2875,5,17 BOULEVARD JEAN D'AMOU,81,61.0,5.0,-1.4667109999999999,43.495756000000014
2876,6,18 BOULEVARD JEAN D'AMOU,6,5.0,4.0,-1.4659159999999996,43.49561899999999
2877,5,19 BOULEVARD JEAN D'AMOU,42,0.0,1.0,-1.4660269999999995,43.49591000000001
2878,6,20 BOULEVARD JEAN D'AMOU,5,14.0,4.0,-1.4658100000000003,43.49567799999999
2879,5,21 BOULEVARD JEAN D'AMOU,31,0.0,1.0,-1.4662729999999997,43.49616500000001
2880,5,21BIS BOULEVARD JEAN D'AMOU,9,0.0,1.0,-1.4660530000000005,43.496409
2881,6,22 BOULEVARD JEAN D'AMOU,6,3.0,3.0,-1.4656949999999989,43.495739000000015
2882,5,23 BOULEVARD JEAN D'AMOU,21,21.0,3.5,-1.4655879999999994,43.495989
2883,6,24 BOULEVARD JEAN D'AMOU,11,19.0,5.0,-1.4655609999999986,43.49581099999999
2884,5,25 BOULEVARD JEAN D'AMOU,7,7.0,2.0,-1.4653270000000003,43.49612900000002
2885,5,25BIS BOULEVARD JEAN D'AMOU,1,0.0,,-1.4654140000000009,43.49635200000001
2886,7,26 BOULEVARD JEAN D'AMOU,2,1.0,2.0,-1.4650400000000003,43.496096999999985
2887,5,27 BOULEVARD JEAN D'AMOU,52,36.0,3.3333333333333335,-1.4654239999999998,43.496411
2888,5,27BIS BOULEVARD JEAN D'AMOU,2,0.0,,-1.4654179999999999,43.49696100000001
2889,7,28 BOULEVARD JEAN D'AMOU,1,1.0,1.0,-1.4648969999999994,43.496171000000004
2890,5,29 BOULEVARD JEAN D'AMOU,31,23.0,4.0,-1.4649749999999993,43.49631199999998
2891,7,30 BOULEVARD JEAN D'AMOU,2,5.0,3.0,-1.4646679999999996,43.496284
2892,5,31 BOULEVARD JEAN D'AMOU,3,0.0,,-1.4646559999999997,43.496476
2893,5,31BIS BOULEVARD JEAN D'AMOU,11,9.0,3.0,-1.464714,43.496666000000005
2894,7,32 BOULEVARD JEAN D'AMOU,4,0.0,1.0,-1.4643140000000001,43.49646500000001
2895,5,33 BOULEVARD JEAN D'AMOU,10,0.0,,-1.464986,43.49682499999999
2896,5,35 BOULEVARD JEAN D'AMOU,3,0.0,1.0,-1.464406999999999,43.496600000000015
2897,7,36 BOULEVARD JEAN D'AMOU,14,8.0,3.0,-1.4639090000000001,43.49666200000001
2898,5,37 BOULEVARD JEAN D'AMOU,1,1.0,3.0,-1.464288999999999,43.496660999999996
2899,5,39 BOULEVARD JEAN D'AMOU,2,3.0,3.0,-1.464055,43.496766
2900,7,40 BOULEVARD JEAN D'AMOU,3,1.0,2.0,-1.4636509999999994,43.496702
2901,8,4 AVENUE JEAN DARRIGRAND,9,0.0,,-1.4879890000000002,43.48157400000001
2902,8,4BIS AVENUE JEAN DARRIGRAND,2,1.0,3.0,-1.488411,43.481811
2903,8,6 AVENUE JEAN DARRIGRAND,12,0.0,,-1.4882600000000008,43.48131599999999
2904,8,8 AVENUE JEAN DARRIGRAND,56,149.0,4.75,-1.4884739999999992,43.481091
2905,8,10 AVENUE JEAN DARRIGRAND,6,0.0,,-1.4887629999999994,43.480794999999986
2906,8,14 AVENUE JEAN DARRIGRAND,29,0.0,,-1.4899069999999992,43.479566999999996
2907,8,16 AVENUE JEAN DARRIGRAND,37,36.0,4.0,-1.4902399999999991,43.47928500000001
2908,29,15 ALLÉE DU PETIT JEANGUINAN,8,10.0,3.0,-1.43961,43.499385999999994
2909,29,17 ALLÉE DU PETIT JEANGUINAN,10,10.0,3.0,-1.4398809999999997,43.49962099999999
2910,29,19 ALLÉE DU PETIT JEANGUINAN,16,4.0,2.0,-1.4397700000000013,43.49989299999999
2911,7,6A BOULEVARD JEAN JAURÈS,17,,,-1.4627309999999987,43.49263800000001
2912,6,1 BOULEVARD JEAN JAURÈS,4,4.0,3.0,-1.4643389999999996,43.49151299999998
2913,7,2 BOULEVARD JEAN JAURÈS,2,1.0,2.0,-1.4642210000000013,43.49132100000001
2914,7,4 BOULEVARD JEAN JAURÈS,2,0.0,1.0,-1.4631620000000005,43.492108999999985
2915,7,4BIS BOULEVARD JEAN JAURÈS,9,18.0,3.0,-1.462905999999999,43.49230000000001
2916,7,5 BOULEVARD JEAN JAURÈS,2,2.0,2.0,-1.4634839999999998,43.492177999999996
2917,7,6 BOULEVARD JEAN JAURÈS,59,22.0,3.6666666666666665,-1.4626899999999996,43.492458
2918,7,7 BOULEVARD JEAN JAURÈS,10,7.0,3.0,-1.4632119999999993,43.492354
2919,7,8 BOULEVARD JEAN JAURÈS,12,0.0,,-1.4625429999999995,43.492562
2920,7,10 BOULEVARD JEAN JAURÈS,10,0.0,,-1.462374,43.49268900000002
2921,7,12 BOULEVARD JEAN JAURÈS,16,0.0,,-1.4621959999999992,43.492827000000005
2922,7,14 BOULEVARD JEAN JAURÈS,7,0.0,,-1.462034000000001,43.492947
2923,7,16 BOULEVARD JEAN JAURÈS,7,0.0,,-1.4619079999999998,43.493038000000006
2924,7,17 BOULEVARD JEAN JAURÈS,1,1.0,2.0,-1.462839999999998,43.492626999999985
2925,7,17BIS BOULEVARD JEAN JAURÈS,3,1.0,1.0,-1.4629460000000003,43.492738999999986
2926,7,19 BOULEVARD JEAN JAURÈS,3,5.0,3.0,-1.4627570000000005,43.492686
2927,7,21 BOULEVARD JEAN JAURÈS,2,3.0,3.0,-1.46271,43.49272100000002
2928,7,23 BOULEVARD JEAN JAURÈS,3,5.0,3.0,-1.4626100000000004,43.492801
2929,7,25 BOULEVARD JEAN JAURÈS,2,9.0,3.0,-1.4624169999999999,43.492939
2930,7,29 BOULEVARD JEAN JAURÈS,3,3.0,3.0,-1.4621810000000002,43.49311700000001
2931,7,31 BOULEVARD JEAN JAURÈS,6,8.0,4.0,-1.4621080000000002,43.49316600000001
2932,7,33 BOULEVARD JEAN JAURÈS,14,6.0,2.5,-1.4619389999999992,43.493294000000006
2933,7,33BIS BOULEVARD JEAN JAURÈS,4,1.0,1.0,-1.4621220000000008,43.493460000000006
2934,27,4 RUE ELIANE JEANNIN-GARREAU,4,1.0,2.0,-1.4509140000000005,43.500277000000025
2935,27,6 RUE ELIANE JEANNIN-GARREAU,3,1.0,2.0,-1.451134999999999,43.500244
2936,27,10 RUE ELIANE JEANNIN-GARREAU,5,1.0,2.0,-1.451370000000001,43.500244000000016
2937,27,12 RUE ELIANE JEANNIN-GARREAU,4,1.0,2.0,-1.451506000000001,43.50025399999999
2938,19,21 AVENUE JEAN MOLINIE,1,,,-1.4833,43.49262200000002
2939,19,10 AVENUE JEAN MOLINIE,1,3.0,2.0,-1.4832110000000014,43.493033
2940,19,11 AVENUE JEAN MOLINIE,1,1.0,2.0,-1.4828800000000004,43.49349000000001
2941,19,12 AVENUE JEAN MOLINIE,1,3.0,2.0,-1.4832469999999989,43.492943000000004
2942,19,13 AVENUE JEAN MOLINIE,7,0.0,,-1.4829579999999996,43.493277000000006
2943,19,14 AVENUE JEAN MOLINIE,18,14.0,4.0,-1.483308,43.492801
2944,19,17 AVENUE JEAN MOLINIE,2,1.0,1.0,-1.4830509999999992,43.49306399999998
2945,19,18 AVENUE JEAN MOLINIE,1,1.0,2.0,-1.4834339999999988,43.49247299999999
2946,19,20 AVENUE JEAN MOLINIE,4,1.0,2.0,-1.483491,43.492325
2947,19,23 AVENUE JEAN MOLINIE,7,0.0,1.0,-1.4831779999999997,43.49274700000002
2948,19,24 AVENUE JEAN MOLINIE,1,1.0,2.0,-1.4835519999999995,43.49215699999999
2949,19,26 AVENUE JEAN MOLINIE,5,3.0,3.0,-1.483590000000001,43.492070000000005
2950,19,28 AVENUE JEAN MOLINIE,4,1.0,2.0,-1.4836139999999998,43.49200400000001
2951,19,29 AVENUE JEAN MOLINIE,24,0.0,1.0,-1.4833579999999988,43.492261
2952,19,31 AVENUE JEAN MOLINIE,10,1.0,3.0,-1.4834499999999993,43.492048
2953,19,33 AVENUE JEAN MOLINIE,3,3.0,4.0,-1.4835399999999996,43.491814
2954,12,2 RUE PAUL JEAN TOULET,3,1.0,1.0,-1.4949859999999995,43.47795000000001
2955,12,4 RUE PAUL JEAN TOULET,4,1.0,2.0,-1.4950409999999998,43.477793
2956,12,5 RUE PAUL JEAN TOULET,1,1.0,1.0,-1.49496,43.477595000000015
2957,12,6 RUE PAUL JEAN TOULET,5,1.0,2.0,-1.4950849999999982,43.477656999999994
2958,12,8 RUE PAUL JEAN TOULET,3,1.0,2.0,-1.4950499999999989,43.47746
2959,12,10 RUE PAUL JEAN TOULET,3,1.0,2.0,-1.4950099999999982,43.47728699999999
2960,12,11 RUE PAUL JEAN TOULET,75,78.0,3.0,-1.4951350000000003,43.47675200000001
2961,12,12 RUE PAUL JEAN TOULET,2,1.0,2.0,-1.4950189999999997,43.477155999999965
2962,12,14 RUE PAUL JEAN TOULET,2,1.0,2.0,-1.4952559999999993,43.47692300000001
2963,12,16 RUE PAUL JEAN TOULET,2,1.0,2.0,-1.4954280000000002,43.476693000000004
2964,12,18 RUE PAUL JEAN TOULET,3,1.0,2.0,-1.4955000000000003,43.47649200000001
2965,12,24 RUE PAUL JEAN TOULET,1,1.0,2.0,-1.4960159999999996,43.475837999999996
2966,23,2 RUE JEAN PIERRE BASTERRECHE,3,1.0,1.0,-1.4717080000000002,43.51095499999999
2967,23,3 RUE JEAN PIERRE BASTERRECHE,4,1.0,1.0,-1.471656999999999,43.51065599999999
2968,23,4 RUE JEAN PIERRE BASTERRECHE,2,1.0,2.0,-1.472028999999999,43.510832999999984
2969,23,6 RUE JEAN PIERRE BASTERRECHE,4,0.0,1.0,-1.4720389999999994,43.510793
2970,23,7 RUE JEAN PIERRE BASTERRECHE,2,1.0,1.0,-1.4720710000000004,43.510104
2971,23,8 RUE JEAN PIERRE BASTERRECHE,2,1.0,1.0,-1.4717949999999993,43.51065499999999
2972,23,9 RUE JEAN PIERRE BASTERRECHE,1,1.0,1.0,-1.4721560000000002,43.50994699999999
2973,23,10 RUE JEAN PIERRE BASTERRECHE,4,1.0,2.0,-1.4719509999999982,43.510431999999994
2974,23,11 RUE JEAN PIERRE BASTERRECHE,2,1.0,2.0,-1.4722210000000002,43.509781
2975,23,12 RUE JEAN PIERRE BASTERRECHE,2,1.0,1.0,-1.4721390000000005,43.51024600000001
2976,23,13 RUE JEAN PIERRE BASTERRECHE,2,1.0,2.0,-1.47212,43.50942200000001
2977,23,14 RUE JEAN PIERRE BASTERRECHE,2,1.0,1.0,-1.4722549999999996,43.510059000000005
2978,23,17 RUE JEAN PIERRE BASTERRECHE,4,1.0,1.0,-1.4726929999999996,43.50933100000002
2979,23,18 RUE JEAN PIERRE BASTERRECHE,2,1.0,2.0,-1.4723280000000003,43.509614
2980,23,19 RUE JEAN PIERRE BASTERRECHE,2,1.0,1.0,-1.472898,43.509413
2981,23,20 RUE JEAN PIERRE BASTERRECHE,2,1.0,2.0,-1.472814000000001,43.50959400000001
2982,15,1 IMPASSE HENRI JEANPIERRE,6,0.0,,-1.4543209999999989,43.481074
2983,15,3 IMPASSE HENRI JEANPIERRE,2,2.0,2.0,-1.4544459999999995,43.480840999999984
2984,15,4 IMPASSE HENRI JEANPIERRE,4,1.0,2.0,-1.4543749999999993,43.481232000000006
2985,15,6 IMPASSE HENRI JEANPIERRE,1,1.0,2.0,-1.4544540000000001,43.481100999999995
2986,15,8 IMPASSE HENRI JEANPIERRE,5,0.0,,-1.4546429999999992,43.48083300000001
2987,15,12 IMPASSE HENRI JEANPIERRE,4,1.0,2.0,-1.4548769999999989,43.480414999999994
2988,15,16 IMPASSE HENRI JEANPIERRE,2,2.0,8.0,-1.4550010000000002,43.480247000000006
2989,15,18 IMPASSE HENRI JEANPIERRE,2,2.0,2.0,-1.4552570000000002,43.480000999999994
2990,3,2 AVENUE JEAN ROSTAND,4,0.0,,-1.4754559999999994,43.484615
2991,3,3 AVENUE JEAN ROSTAND,20,0.0,1.0,-1.4747200000000003,43.484126
2992,3,4 AVENUE JEAN ROSTAND,26,0.0,,-1.4742699999999989,43.482784
2993,3,5 AVENUE JEAN ROSTAND,31,21.0,6.0,-1.474355,43.48362500000001
2994,3,7 AVENUE JEAN ROSTAND,29,0.0,1.0,-1.4741330000000001,43.483318000000004
2995,3,9 AVENUE JEAN ROSTAND,35,36.0,3.3333333333333335,-1.4732999999999992,43.482820999999994
2996,3,11 AVENUE JEAN ROSTAND,17,15.0,4.0,-1.47337,43.48268699999999
2997,4,1 RUE DU JEU DE PAUME,1,6.0,4.0,-1.4719490000000006,43.489896999999985
2998,7,2 IMPASSE JOSEPH DÉSARMÉNIEN,2,4.0,2.0,-1.4624649999999988,43.494745999999985
2999,7,4 IMPASSE JOSEPH DÉSARMÉNIEN,3,1.0,2.0,-1.4624239999999988,43.494767
3000,7,5 IMPASSE JOSEPH DÉSARMÉNIEN,2,3.0,3.0,-1.4623859999999997,43.494873999999996
3001,7,6 IMPASSE JOSEPH DÉSARMÉNIEN,8,3.0,3.0,-1.4623709999999992,43.494794999999996
3002,7,7 IMPASSE JOSEPH DÉSARMÉNIEN,2,3.0,3.0,-1.4623449999999991,43.49489499999998
3003,7,8 IMPASSE JOSEPH DÉSARMÉNIEN,1,1.0,2.0,-1.4622439999999988,43.494853
3004,7,11 IMPASSE JOSEPH DÉSARMÉNIEN,2,3.0,3.0,-1.4622549999999994,43.494936999999986
3005,1,7 IMPASSE LATOURNERIE,1,,,-1.4758100000000005,43.492732
3006,1,1 IMPASSE LATOURNERIE,6,8.0,5.0,-1.4757279999999982,43.492841999999975
3007,1,2 IMPASSE LATOURNERIE,3,4.0,4.0,-1.4757920000000009,43.49278300000001
3008,1,5 IMPASSE LATOURNERIE,15,10.0,5.0,-1.4758289999999992,43.492664999999995
3009,1,6 IMPASSE LATOURNERIE,4,6.0,5.0,-1.4757300000000007,43.492757
3010,25,28BIS AVENUE JOSEPH PINATEL,1,,,-1.4607779999999988,43.50704199999999
3011,25,12 AVENUE JOSEPH PINATEL,35,20.0,5.0,-1.4620799999999985,43.506820999999995
3012,25,13 AVENUE JOSEPH PINATEL,21,32.0,4.0,-1.4617869999999984,43.50733099999999
3013,25,14 AVENUE JOSEPH PINATEL,26,20.0,5.0,-1.4617220000000006,43.507088
3014,25,15 AVENUE JOSEPH PINATEL,8,32.0,4.0,-1.4615830000000005,43.5073
3015,25,17 AVENUE JOSEPH PINATEL,12,32.0,4.0,-1.4613760000000002,43.50727600000001
3016,25,18 AVENUE JOSEPH PINATEL,15,0.0,,-1.460761,43.507006000000004
3017,25,19 AVENUE JOSEPH PINATEL,9,32.0,4.0,-1.4611649999999992,43.507248
3018,25,20 AVENUE JOSEPH PINATEL,20,0.0,,-1.4604329999999992,43.506964999999994
3019,25,26 AVENUE JOSEPH PINATEL,12,0.0,,-1.4595069999999994,43.50684699999999
3020,25,28 AVENUE JOSEPH PINATEL,6,0.0,,-1.459223,43.50681100000001
3021,25,30 AVENUE JOSEPH PINATEL,6,8.0,5.0,-1.4589249999999994,43.50677300000001
3022,27,ESPLANADE JOUANDIN,1,,,-1.4545942641833454,43.501451579279866
3023,27,1 ESPLANADE JOUANDIN,53,72.0,13.0,-1.4560979999999994,43.50185200000001
3024,27,1BIS ESPLANADE JOUANDIN,58,72.0,13.0,-1.455769,43.50167800000001
3025,27,1TER ESPLANADE JOUANDIN,55,72.0,13.0,-1.455443,43.50150699999998
3026,27,2 ESPLANADE JOUANDIN,47,72.0,13.0,-1.4550659999999995,43.501406
3027,27,2BIS ESPLANADE JOUANDIN,55,72.0,13.0,-1.4548119999999995,43.501430000000006
3028,27,2TER ESPLANADE JOUANDIN,67,72.0,13.0,-1.4542569999999988,43.50147799999999
3029,28,3 ESPLANADE JOUANDIN,73,72.0,13.0,-1.4539379999999993,43.501537
3030,28,3BIS ESPLANADE JOUANDIN,61,72.0,13.0,-1.4534510000000012,43.501718999999994
3031,28,3TER ESPLANADE JOUANDIN,45,72.0,13.0,-1.4530769999999997,43.501859
3032,28,4 ESPLANADE JOUANDIN,60,72.0,13.0,-1.4529130000000017,43.501954000000005
3033,28,4BIS ESPLANADE JOUANDIN,66,72.0,13.0,-1.4525320000000004,43.50228799999999
3034,28,4TER ESPLANADE JOUANDIN,51,72.0,13.0,-1.4523080000000004,43.502489
3035,28,5 ESPLANADE JOUANDIN,60,72.0,13.0,-1.452049999999999,43.502625
3036,28,5BIS ESPLANADE JOUANDIN,71,72.0,13.0,-1.4515329999999997,43.502775000000014
3037,28,5TER ESPLANADE JOUANDIN,55,72.0,13.0,-1.451130999999999,43.502891000000005
3038,28,6 ESPLANADE JOUANDIN,52,68.0,13.0,-1.4507989999999997,43.50291899999999
